operator_priority_group,action_tier,priority_rank,sku_number,sku_description,decision,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,promo_units_expected_to_sell,current_soh_units,on_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,confidence_score,data_quality_score,commercial_action_value_score,review_priority_score,no_buy_trust_score,overall_row_priority_score,review_burden_class,commercial_value_score,review_subtype,execution_blocker,reason_demand,reason_stock,reason_order,reason_risk,operator_decision,operator_recommended_units,operator_notes,has_clear_action,has_clear_reason,buyer_can_act_without_audit
review_before_order,tier_2_review_high_value,42,91056,Catr Glam&Doll Volume Masc 010,REVIEW,7,7,36,7.0,2,0,0,29,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,43,91900,Catr Liq Blsh 030,REVIEW,7,7,36,7.0,2,0,0,29,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,44,91029,Catr Super Glue Brow Gel 010,REVIEW,7,7,35,7.0,3,0,0,28,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,45,91941,Catr U/E Brghtnr 030,REVIEW,7,7,32,7.0,6,0,0,25,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_base_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 5.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 2 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 2 + base 5 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,46,91882,Catr Glsn Glw Tint Lip Oil 020,REVIEW,7,7,36,7.0,2,0,0,29,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,47,90999,Catr More Than Glow Hl 020,REVIEW,7,7,33,7.0,5,0,0,26,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 3 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 3 + base 4 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,48,91063,Catr Lash Curler,REVIEW,7,7,35,7.0,3,0,0,28,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,49,91953,Catr Glw Lip Oil 070,REVIEW,7,7,35,7.0,3,0,0,28,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,50,91866,Catr Clr&Fix Brow Gel Masc 030,REVIEW,7,7,36,7.0,2,0,0,29,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,51,91952,Catr Arblsh Matt 150,REVIEW,7,7,37,7.0,1,0,0,30,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,52,95886,Es Hydra Kiss Lip Tint 01,REVIEW,7,7,31,7.0,7,0,0,24,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_base_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 6.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 1 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 1 + base 6 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,53,92155,Es What The Fake Lashes 01,REVIEW,7,7,34,7.0,4,0,0,27,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 4 + base 3 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,54,95879,Es Satin Glow Lum Shine Ls 02,REVIEW,7,7,33,7.0,5,0,0,26,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 3 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 3 + base 4 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,55,91864,Catr Cligrph 20H Mte Liner 010,REVIEW,7,7,36,7.0,2,0,0,29,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,56,95877,Es Satin Glow Lum Shine Ls 01,REVIEW,7,7,35,7.0,3,0,0,28,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,57,95888,Es Hydra Kiss Lip Tint 02,REVIEW,7,7,34,7.0,4,0,0,27,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 4 + base 3 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_2_review_high_value,58,92157,Es Brow Powder Duo Set 01,REVIEW,7,7,35,7.0,3,0,0,28,67,77.0,100.0,100.0,0.0,100.0,must_review,100.0,review_stock_gap,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,59,90933,Cetaphil Pro S&Rep Crm 226G,REVIEW,7,7,41,8.0,2,0,0,34,44,77.0,80.1,75.1,0.0,63.8,must_review,63.8,review_low_confidence,,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.9; promo cover required 8.0 units; base-stock required 34.3 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 34 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,60,68266,Coco&Eve Bronze Foam Medium,REVIEW,7,7,35,7.0,3,0,0,28,72,62.0,75.0,70.0,0.0,59.5,must_review,59.5,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,61,68268,Coco&Eve Bronze Foam Ult/Dark,REVIEW,7,7,36,7.0,2,0,0,29,72,62.0,75.0,70.0,0.0,59.5,must_review,59.5,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,62,192839,Coco&Eve Face Tan M/Mist 75Ml,REVIEW,7,7,37,7.0,1,0,0,30,72,62.0,75.0,70.0,0.0,59.5,must_review,59.5,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,63,90794,Antipodes Menopause Cream 60Ml,REVIEW,7,7,36,7.0,2,0,0,29,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,64,62854,Olay Luminous Hyaluronic Serum,REVIEW,7,7,37,7.0,1,0,0,30,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,65,191180,May Superstay Glow Tint 05,REVIEW,7,7,35,7.0,3,0,0,28,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,66,1227,May Fit Me Mte Pore Fdn Ivry,REVIEW,7,7,36,7.0,2,0,0,29,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,67,199055,Npmu Wondr Stk Blush Lt Peach,REVIEW,7,7,35,7.0,3,0,0,28,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,68,94766,Rim M/T Trbochrgd Glw Chls Glw,REVIEW,7,7,36,7.0,2,0,0,29,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,69,195443,Npmu Buttermelt Butta Than U,REVIEW,7,7,35,7.0,3,0,0,28,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,70,90458,Rim M.T Brnzcntrsclpt Medium,REVIEW,7,7,35,7.0,3,0,0,28,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,71,94684,Rim K&F S/T Glow Rose Van,REVIEW,7,7,34,7.0,4,0,0,27,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 4 + base 3 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,72,62911,Rim Scndl Eye Def Intense Blck,REVIEW,7,7,34,7.0,4,0,0,27,69,62.0,74.6,69.6,0.0,59.2,must_review,59.2,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 4 + base 3 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,73,57316,Olay Regen Ret Night Eye 15Ml,REVIEW,7,7,34,7.0,4,0,0,27,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 4 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 4 + base 3 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,74,24420,May Fm Mpore Fdn Light Beige,REVIEW,7,7,36,7.0,2,0,0,29,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,75,198714,May Sunkisser Blush 06 Sizzle,REVIEW,7,7,36,7.0,2,0,0,29,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,76,521179,May L/S Superstay Infinite Pet,REVIEW,7,7,35,7.0,3,0,0,28,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,77,193291,Rim Lastfin 35Hr Fndn Clas Bge,REVIEW,7,7,35,7.0,3,0,0,28,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,78,96467,May Lifter Conceal 25,REVIEW,7,7,33,7.0,5,0,0,26,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 3 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 3 + base 4 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,79,96499,May Cloud Mte 03 Divin Crimson,REVIEW,7,7,33,7.0,5,0,0,26,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 3 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 3 + base 4 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,80,96500,May Cloud Mte 04 Pink Daydream,REVIEW,7,7,33,7.0,5,0,0,26,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 3 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 3 + base 4 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,81,195433,Npmu Duck Plmp Brick Of Ti,REVIEW,7,7,36,7.0,2,0,0,29,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 6 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 6 + base 1 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,82,94677,Rim K&F Lash Ldr Masc Abrgine,REVIEW,7,7,35,7.0,3,0,0,28,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 5 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 5 + base 2 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
review_before_order,tier_3_review_evidence_gap,83,192935,May Ct Eye Stix I Am Fearless,REVIEW,7,7,37,7.0,1,0,0,30,68,62.0,74.5,69.5,0.0,59.1,must_review,59.1,review_demand_evidence,,Promo demand selected by evidence weighting: same_discount_suppressed_by_credible_baseline; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 0.0; promo cover required 7.0 units; base-stock required 30.0 units; current and on-order stock do not cover expected promo sales,Promo cover order gap 7 units; base-stock replenishment gap 30 units; raw model 7; commercial recommended promo 7 + base 0 = 7. Recommendation covers promo sales first; end-stock replenishment remains for review.,Base-stock target is high relative to model order; buyer review required,,,,True,True,True
