sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,selected_demand_units,raw_stock_gap_units,projected_stock_gap_units,order_reason_code,stock_position_status,demand_forecast_confidence,reason_short,audit_notes,has_explicit_hard_blocker
97677,Jpg Classique Edt 100Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=53,True
51564,Issey Miyake P/Homme Edt 75Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
188951,Loreal R/Lift Pressed Crm50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=27,True
97434,Emily In Paris New Begin P100,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=51,True
88795,Cb Gel Moisturiser 60Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=27,True
195096,Olay Pep24 Spf30 Moist 50G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=24,True
71410,Olay Luminous Vit C Moist 50G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=24,True
97554,No7 Future Renew Serum 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=55,True
71225,Loreal Age Perf Midngt Srm30Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=38,True
65583,No7 P&P Serum 30Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=29,True
90346,Loreal B/R Spf50 Fld Lght 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=29,True
94803,No7 Artist Soft Glow Cream Bro,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=39,True
195048,Lrp Refill Lipikar S 400Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=27,True
483621,Antip Hos C/Plump W/Ser 30Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=50,True
97201,Lunz Bonze Ul/Ecpse Mss 200Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=54,True
97847,Antip Man Org Vol Shn Sp 340Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=51,True
97849,Antip Pea Free Sm Hyd Sp 340Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=51,True
167333,Loreal R/Lift Glass Crm 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=60,True
259519,Olay T/Eff+ Norm Spf Moist 50G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=28,True
92213,Olay N/Mide Body Lotion 502Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
93758,Neut Zinc Face Fld Spf50 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=36,True
94892,No7 Lip & Cheek Multi Use Stic,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
97572,Bioderma Hydrabio Serum 40Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=55,True
94524,No7 Matte Muse Lipstick Rose C,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
97947,Bioderma Sensibio Ar+ Cc 40Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=54,True
92848,Cerave Moist Cream Refill,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=26,True
97710,Lor Excel Nud Age P 8.13 268Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=37,True
97711,Lor Exce Nud Age P 10.13 268Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=37,True
97712,Lor Excel Nud Age P 7.31 268Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=37,True
97713,Lor Excel Nud Age P 6.03 268Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=37,True
92812,Bl Watermelon Wash Bag 25,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
97576,Bioderma Hydrab Gel Msnt 400Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=54,True
90851,Tbh B/O Hack Body Spritz 100Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=32,True
95114,Bronte Body Brush 275G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=54,True
96354,Aveeno S/Rel Repairing Balm75M,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=38,True
92210,Olay Retinol Body Wash 591Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
92209,Olay Vit C Body Wash 591Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
192176,Ogx Xs Argan Oil Mask 300Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=25,True
167947,Real Tech Cloudtopia Touchup 6,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=53,True
69352,Plunk Superfade D/P Moistr,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
193457,Embryolisse Lcreme Fluid 75Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=59,True
38392,May Fit Me Loose Pwd Light Med,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=37,True
88781,Conserving Beauty Zit Strips 6,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
88447,Mf Masterpiece Brow Lami Med,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=57,True
194821,Dv Hair+Scalp Ex Hyd Cond500Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=54,True
96490,May Face Lifter Fdn 368,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=61,True
89770,Bb Instant Tan Cream 150Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=62,True
40167,Npmu Suede Matte Ll Shade 55N,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,LOW,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=26,True
91458,Hf H24 Smooth Fix Stick 10Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
91462,Hf H24 Smth S&R Wax Stick 40G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
97856,Hairif H24 Dryw Shp 118Ml Snt,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
97857,Hairif H24 Dryw Shp 118Ml Trp,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
97858,Hairif H24 Dryw Shp 118Ml Coc,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
97859,Hairif H24 Dryw Shp 118Ml Sky,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=63,True
97860,Hairif H24 Crl Cond 300Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=64,True
97862,Hairif H24 Crl Shp 300Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=64,True
98136,Jf Fe Touch Up Creme 113G,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=55,True
97863,Hairif H24 Heat Prot 118Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=64,True
193286,Rim Lastfin 35Hr Fndn True Iv,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Forecast requires manager review.,review=Forecast requires manager review; order_reason=blocked_by_manual_review; demand=PROMO_DEMAND_PRESENT; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=62,True
98117,Jf Fe Mb Hairspray 250Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=55,True
167329,Av Cicalfate+ Lip Balm 12Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,3,3,blocked_by_manual_review,SHORT_AT_PROMO_START,MEDIUM,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; order_reason=blocked_by_manual_review; demand=NEVER_SOLD_IN_PROMO; stock_position=SHORT_AT_PROMO_START; raw_gap=3; recommended_units=0; confidence_pct=62,True
