feature_name,feature_family,issue_type,severity,affected_rows,likely_root_cause,recommended_fix,source_module_to_check,can_use_as_model_input_now_flag,expected_value_if_fixed
feature_historical_sell_through_on_accepted_qty,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_overforecast_bias,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_allocation_efficiency_rate,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_overallocation_above_floor_rate,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_residual_above_floor_units_avg,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_under_floor_missed_demand_rate,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_under_floor_lost_units_avg,feature_historical,FAILED_JOIN,HIGH,0,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_memory_category_fallback_flag,feature_historical,FAILED_JOIN,HIGH,3531,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_historical_memory_department_fallback_flag,feature_historical,FAILED_JOIN,HIGH,3531,Historical window join missing or zero-filled,Verify historical promo window and SKU history availability,promo_historical_features / rolling_history,NO,Non-zero historical promo statistics per SKU
feature_non_promo_units_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_units_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_units_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_units_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_avg_daily_units_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_avg_daily_units_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_avg_daily_units_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_avg_daily_units_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_to_nonpromo_demand_ratio_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_promo_to_nonpromo_demand_ratio_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_realised_prior_promo_lift_proxy,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_high_underlying_demand_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_high_base_demand_end_cover_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_no_promo_history_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_month_end_cash_runoff_pressure_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_month_end_inventory_efficiency_target,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_days_cover_vs_billing_cycle_target,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_trust_floor_breach_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_end_shape_success_target_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_excess_month_end_capital_drag,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_cashflow_efficiency_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_target_units_below_current_logic,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_30d_std_daily_units,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_56d_std_daily_units,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_days_with_sales_ratio_30d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_days_with_sales_ratio_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_non_promo_recent_acceleration_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_non_promo_base_demand_growing_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_non_promo_history_available_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_non_promo_low_history_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_non_promo_stable_history_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_recent_slope_units_per_day,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_growth_curve_long_slope_units_per_day,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_growth_curve_second_derivative_proxy,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_growth_curve_acceleration_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_deceleration_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_convexity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_recent_to_long_slope_ratio,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_growth_curve_flattening_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_decay_persistence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_monotonic_improvement_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_monotonic_decline_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_noise_penalty_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_growth_curve_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_same_discount_prior_uplift_ratio_avg,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,2641,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_same_discount_prior_uplift_ratio_median,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,2641,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_same_discount_prior_uplift_ratio_std,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,2444,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_same_discount_history_available_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_discount_elasticity_estimate,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_discount_elasticity_abs,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_discount_elasticity_confidence_score,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_discount_response_slope,feature_engineered,EXTREME_RATIO_EXPLOSION,HIGH,3531,Ratio or elasticity estimate exploded,Apply winsorise/cap policy before model input,elasticity_estimator / ratio_features,REVIEW,Bounded elasticity/ratio in plausible range
feature_discount_response_direction_consistent_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_discount_response_instability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2638,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sales_interval_days_std_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_sales_interval_days_cv_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_days_with_sales_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_days_with_sales_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_average_units_per_selling_day_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_average_units_per_selling_day_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_intermittent_demand_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_repeat_purchase_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sales_day_density_28d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_sales_day_density_56d,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,3531,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_probability_poisson_expected_units,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1706,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_poisson_zero_sale_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1706,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_poisson_one_or_more_sale_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1706,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_poisson_tail_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1706,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_poisson_overallocation_risk_score,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1706,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_negative_binomial_expected_units,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1162,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_negative_binomial_zero_sale_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1162,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_negative_binomial_tail_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1162,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_negative_binomial_dispersion_score,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1162,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_negative_binomial_overallocation_risk_score,feature_engineered,HIGH_MISSINGNESS,MEDIUM,1162,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_bayesian_poisson_posterior_rate,feature_engineered,LEAKAGE_RISK,HIGH,3531,Field resembles target/action/post-promo outcome,Block from model; allow diagnostics only,promo_brain_leakage_audit,NO,Populated values with acceptable missingness
feature_probability_bayesian_poisson_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_zero_inflation_rate,feature_engineered,HIGH_MISSINGNESS,MEDIUM,448,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_zero_inflated_expected_units,feature_engineered,HIGH_MISSINGNESS,MEDIUM,448,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_zero_inflated_zero_sale_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,448,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_zero_inflated_nonzero_probability,feature_engineered,HIGH_MISSINGNESS,MEDIUM,448,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_probability_zero_inflated_overallocation_risk_score,feature_engineered,HIGH_MISSINGNESS,MEDIUM,448,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_units_lift_stability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3336,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_attach_rate_p_value,feature_basket,HIGH_MISSINGNESS,MEDIUM,416,High missingness without full absence,Add missingness flag; investigate source module,dataset_assembler,REVIEW,Populated values with acceptable missingness
feature_same_discount_repeatability_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3280,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_sold_in_multi_item_basket_rate,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,2928,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_probability_companion_dependency_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2928,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_companion_overallocation_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2928,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_overallocation_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_demand_confidence_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_model_use_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_attach_rate,feature_basket,PLACEHOLDER_ALL_ZERO,MEDIUM,2928,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_sku_basket_dependency_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2928,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_top_companion_sku_1_share,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,2928,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_top_companion_sku_2_share,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,2928,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_companion_concentration_index,feature_engineered,PLACEHOLDER_ALL_ZERO,MEDIUM,2928,All-zero placeholder detected,Replace placeholder with UNKNOWN or repair calculation,feature_engineering,NO,Meaningful non-zero signal or explicit UNKNOWN
feature_pay_cycle_sensitivity_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2910,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_stock_constrained_history_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3177,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_lost_sales_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3177,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_probability_units_given_multi_item_basket,feature_engineered,HIGH_MISSINGNESS,MEDIUM,0,Probability model output sparse,Validate probability model scoring inputs,probability_model_scorer,REVIEW,Populated values with acceptable missingness
feature_companion_absence_risk_score,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,2928,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_history_missing_evidence_flag,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_anchor_sku_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_drag_along_dependency_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_lone_random_purchase_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_conditional_dependency_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_top_20pct_driver_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_long_tail_dependency_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_fragility_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_convexity_support_score,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_basket_structure_evidence_available_flag,feature_basket,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_low_signal_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_stable_low_trust_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
feature_sparse_demand_random_tail_flag,feature_engineered,DATE_DETECTION_FALSE_POSITIVE,LOW,3531,Flag/label column misclassified as date,Exclude from date parsing; treat as categorical flag,promo_feature_universe_quality,REVIEW,Populated values with acceptable missingness
